"","Species","Trophic_level","Diel_activity","Habitat_breadth_IUCN","Artificial_habitat_use","Forest","Savanna","Shrubland","Grassland","Wetland","Rocky.areas","Caves.and.subterranean","Desert","Marine","Marine.intertidal.or.coastal.supratidal","Artificial","Introduced.vegetation","Other.Unknown","Class","Order","Family","Genus","Body_length_mm","Body_mass_g","Maturity_d","Max_longevity_d","Litter_clutch_size","Adult_svl_cm","Longevity_d","Generation_length_d"
"120","Aythya fuligula","Carnivore","Other","20","TRUE","0","0","0","0","1","0","0","0","1","0","1","0","0","Aves","Anseriformes","Anatidae","Aythya",NA,701.335,365,16527.5625,9.6,43.5,8035.5,2662.34354817975
"121","Aythya marila","Carnivore","Other","13","FALSE","0","0","0","1","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Aythya",NA,1005.37,410.0505,8072.025,9.4,45.5,7076.71875,2978.71158476925
"122","Aythya nyroca","Herbivore","Other","11","TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Aythya",NA,552,363.468,3287.25,9,40,3180.71874987825,2790.62031024825
"123","Barbastella barbastellus","Carnivore","Nocturnal","6","FALSE","1","0","1","0","0","1","1","0","0","0","0","0","0","Mammalia","Chiroptera","Vespertilionidae","Barbastella",NA,8.31,547.875,8030,1.865,5.8,7670.25,1825
"124","Barbastella leucomelas","Carnivore","Nocturnal","9","FALSE","1","0","1","0","0","1","1","0","0","0","1","0","0","Mammalia","Chiroptera","Vespertilionidae","Barbastella",NA,12.525,547.875,8400.75,2,5.8,7670.25,1825
"125","Bison bonasus","Herbivore","Nocturnal","9","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Bovidae","Bison",NA,624577.07,854.16,9862.56,1,290,9861.75,3595.3298
"126","Blanus cinereus","Omnivore","Other","6","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Blanidae","Blanus",NA,11.1920413035695,NA,5844,1.5,17.49,3049.8375,NA
"127","Blanus strauchi","Carnivore","Other","2","FALSE","0","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Blanidae","Blanus",NA,6,1095.84,2301.075,1.5,15.77,NA,NA
"128","Bombina bombina","Carnivore","Other","12","TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Bombinatoridae","Bombina",41.5,5.9,365.25,7305,190,NA,NA,NA
"129","Bombina pachypus","Carnivore","Other","11","TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Bombinatoridae","Bombina",60.375,NA,1095.75,5844,300,NA,NA,NA
"130","Bombina variegata","Carnivore","Other","18","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Bombinatoridae","Bombina",52.5,6.77,547.875,10592.25,90,NA,NA,NA
"131","Bombycilla garrulus","Herbivore","Other","5","TRUE","1","0","0","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Bombycillidae","Bombycilla",NA,54.45,365,4930.875,5,NA,2130.62499987825,1683.332754897
"132","Botaurus stellaris","Carnivore","Other","4","TRUE","0","0","0","0","1","0","0","0","0","0","1","0","0","Aves","Pelecaniformes","Ardeidae","Botaurus",NA,1319.45,638.367,4139.4999987825,5,76,4127.325,2016.18
"133","Branta bernicla","Herbivore","Other","4","TRUE","0","0","0","1","0","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Branta",NA,1297.4194335938,730,10531.3749987825,4,60.5,8692.95,3991.388950545
"134","Branta leucopsis","Herbivore","Other","6","TRUE","0","0","0","1","0","0","0","0","0","1","1","0","0","Aves","Anseriformes","Anatidae","Branta",NA,1687,730,10287.8750012175,4.5,64.5,9825.225,3852.24609375
"135","Bubo bubo","Carnivore","Nocturnal","20","TRUE","1","0","1","1","0","0","1","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Bubo",NA,2668.51,730,24837,2.25,64.5,17410.2500012175,4426.743033975
"136","Bubo scandiacus","Carnivore","Nocturnal","8","TRUE","0","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Strigiformes","Strigidae","Bubo",NA,2028.76,729.234,10227,6,59.5,5113.5,4426.743033975
"137","Bubulcus ibis","Carnivore","Other","8","TRUE","1","0","0","1","1","0","0","0","0","0","1","0","0","Aves","Pelecaniformes","Ardeidae","Bubulcus",NA,366,683.8005,8400.75,4.25,53,6726.6875012175,2960.35125
"138","Bucanetes githagineus","Herbivore","Other","2","FALSE","0","0","0","1","0","0","0","1","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Bucanetes",NA,19.6,NA,NA,4.95,NA,NA,1553.456766888
"139","Bucanetes mongolicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves","Passeriformes","Fringillidae","Bucanetes",NA,21.5125,NA,NA,4.9,NA,NA,1553.457
"140","Bucephala clangula","Carnivore","Other","13","FALSE","1","0","0","0","1","0","0","0","1","0","0","0","0","Aves","Anseriformes","Anatidae","Bucephala",NA,918.56,730,6726.6875012175,9.5,46,6178.8125012175,2928.88545595275
"141","Bucephala islandica","Carnivore","Other","5","FALSE","1","0","0","0","1","0","0","0","0","1","0","0","0","Aves","Anseriformes","Anatidae","Bucephala",NA,940.5,729.234,6574.5,9.5,47.5,5600.4999987825,2963.12229400125
"142","Bufo bufo","Carnivore","Other","26","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Bufonidae","Bufo",148,164.75,730.5,14610,5383,NA,NA,NA
"143","Bufo verrucosissimus",NA,NA,"6","TRUE","1","0","0","0","1","0","0","0","0","0","1","0","0","Amphibia","Anura","Bufonidae","Bufo",190,NA,730.5,3652.5,5345,NA,NA,NA
"144","Bufotes balearicus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Anura","Bufonidae","Bufotes",NA,NA,NA,NA,NA,NA,NA,NA
"145","Bufotes boulengeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Anura","Bufonidae","Bufotes",NA,NA,NA,NA,NA,NA,NA,NA
"146","Bufotes siculus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Anura","Bufonidae","Bufotes",85.5,NA,NA,NA,NA,NA,NA,NA
"147","Bufotes variabilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Anura","Bufonidae","Bufotes",NA,NA,NA,NA,NA,NA,NA,NA
"148","Bufotes viridis","Carnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amphibia","Anura","Bufonidae","Bufotes",97.5,75,365.25,5478.75,18402.5,NA,NA,NA
"149","Bulweria bulwerii","Carnivore","Other","22","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Procellariiformes","Procellariidae","Bulweria",NA,98.99,1461,8370.3125012175,1,NA,8035.5,8717.7594345825
"150","Burhinus oedicnemus","Carnivore","Other","20","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Charadriiformes","Burhinidae","Burhinus",NA,459,726.936,6537.975,2,NA,6513.0162512175,3820.515
"151","Buteo buteo","Carnivore","Other","42","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",NA,875,820.101,10519.2,3,46,9254.2175012175,3672.9371802375
"152","Buteo lagopus","Carnivore","Other","9","TRUE","1","0","1","1","1","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",NA,949.76,729.234,6866.7,4,53.5,6537.975,3656.77237308
"153","Buteo rufinus","Carnivore","Other","36","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Accipitriformes","Accipitridae","Buteo",NA,1170.34,726.936,3104.625,3.25,52.5,3104.625,3656.77237308
"154","Calandrella brachydactyla","Carnivore","Other","16","TRUE","0","0","1","1","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Alaudidae","Calandrella",NA,21.0999994278,NA,NA,4.005,NA,NA,1095.75
"155","Calandrella cheleensis","Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves","Passeriformes","Alaudidae","Calandrella",NA,21.225,NA,NA,3.53,NA,NA,1095.75
"156","Calandrella rufescens",NA,NA,"16","FALSE","0","0","1","1","0","0","0","0","0","1","0","0","0","Aves","Passeriformes","Alaudidae","Calandrella",NA,24.1,NA,NA,3.53,NA,NA,1095.75
"157","Calcarius lapponicus","Omnivore","Other","6","TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Passeriformes","Calcariidae","Calcarius",NA,27.8499994278,NA,2191.5,5,NA,1826.25,1202.9793579255
"158","Calidris alba","Carnivore","Other","8","FALSE","0","0","0","1","1","0","0","0","0","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,51.71,729.234,6787.5624987825,4,NA,5448.3125012175,2971.33896384525
"159","Calidris alpina","Carnivore","Other","12","TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,54.3877658844,683.8005,10531.6185,4,NA,7213.6875,2971.33896384525
"160","Calidris canutus","Carnivore","Other","9","FALSE","0","0","0","1","1","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,141.87,1048.4175,9740.0000012175,3.935,NA,5874.4374987825,2467.7773828125
"161","Calidris maritima","Carnivore","Other","9","FALSE","0","0","0","1","1","1","0","0","0","1","0","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,69.475,1095,7578.9375,4,NA,7432.8375,2766.71711497275
"162","Calidris melanotos","Carnivore","Other","12","TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,81.4000015259,365,2161.06250012175,4,NA,2154.975,2688.44925793425
"163","Calidris minuta","Carnivore","Other","21","TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,22,730,5357.0000012175,4,NA,4383,2492.77961497275
"164","Calidris temminckii","Carnivore","Other","13","TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Scolopacidae","Calidris",NA,23,455.226,4717.8125012175,4,NA,4200.375,2584.32096820425
"165","Calomyscus urartensis","Herbivore","Nocturnal","3","FALSE","0","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Calomyscidae","Calomyscus",NA,21.22,NA,3433.35,3.33,9.8,3418.13124987825,1032.923574
"166","Calonectris diomedea",NA,NA,"22","FALSE","0","0","0","0","0","1","1","0","1","1","0","0","0","Aves","Procellariiformes","Procellariidae","Calonectris",NA,735.2375,3049.8375,9070.3749987825,1,NA,9070.3749987825,7041.3599092425
"167","Calotriton arnoldi","Carnivore","Nocturnal","2","FALSE","1","0","0","0","1","0","0","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Calotriton",102,NA,NA,NA,20,NA,NA,NA
"168","Calotriton asper","Carnivore","Nocturnal","7","FALSE","1","0","0","0","1","0","1","0","0","0","0","0","0","Amphibia","Caudata","Salamandridae","Calotriton",175,7.1,730.5,9496.5,25,NA,NA,NA
"169","Canis aureus","Omnivore","Nocturnal","10","TRUE","1","1","1","1","0","0","0","0","0","0","1","0","0","Mammalia","Carnivora","Canidae","Canis",NA,10345.23,352.615,6180.6666667,3.845,94.3765,5844,2136.101433
"170","Canis lupus","Carnivore","Nocturnal","16","TRUE","1","0","1","1","1","1","0","1","0","0","1","0","0","Mammalia","Carnivora","Canidae","Canis",NA,27628.255,654.53618,8489.9375,4.98,127,7305,2449.2733335
"171","Capra caucasica","Herbivore","Nocturnal","4","FALSE","1","0","1","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",NA,54074.76,1001.23716,7704.58,1.095,165,7501.321875,2555
"172","Capra hircus","Herbivore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Artiodactyla","Bovidae","Capra",NA,62800.388125,532.357,6883.006,1.475,160,7597.2,2097.005
"173","Capra ibex","Herbivore","Other","2","FALSE","0","0","0","1","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",NA,77000,937.7125,8145.075,1.145,170,7624.59375,2958.933333
"174","Capra pyrenaica","Herbivore","Other","3","FALSE","1","0","1","0","0","1","0","0","0","0","0","0","0","Mammalia","Artiodactyla","Bovidae","Capra",NA,55449.385,NA,5844,1.5,130,5844,2471.76
"175","Capreolus capreolus","Herbivore","Nocturnal","14","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Capreolus",NA,22500,467.485,6265.8333333,1.7875,151,6294.4749987825,2335.391667
"176","Capreolus pygargus","Herbivore","Other","8","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Mammalia","Artiodactyla","Cervidae","Capreolus",NA,41371.03,721.42,6716.3625,1.9475,141.5,6209.25,3063.8029
"177","Caprimulgus europaeus","Carnivore","Nocturnal","6","FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus",NA,70.5,364.617,4352.5625012175,2,NA,4346.475,2054.53125
"178","Caprimulgus ruficollis","Carnivore","Nocturnal","4","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus",NA,72,NA,4839.5625,2,NA,4830.43125,2054.53125
"179","Carduelis carduelis",NA,"Other","40","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carduelis",NA,17.5,365,9861.75,4.9,NA,5143.9374987825,1520.4349461135
"180","Carduelis citrinella",NA,"Other","3","FALSE","1","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Fringillidae","Carduelis",NA,12.45,NA,2070.9675,4.475,NA,2070.9675,1590.160869417
"181","Carpodacus erythrinus",NA,"Other","14","TRUE","1","0","1","0","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carpodacus",NA,24,365,3287.25,4.9,NA,3287.25,1481.52908407725
"182","Carpodacus rubicilla",NA,"Other","5","TRUE","0","0","1","1","0","1","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Carpodacus",NA,43.1500003815,NA,NA,4.5,NA,NA,1481.52908407725
"183","Carpospiza brachydactyla","Herbivore","Other","6","FALSE","0","0","0","1","0","1","0","1","0","0","0","0","0","Aves","Passeriformes","Passeridae","Carpospiza",NA,23,NA,NA,4.5,NA,NA,1032.98308961625
"184","Castor fiber","Herbivore","Nocturnal","10","FALSE","1","0","1","0","1","0","0","0","0","0","1","0","0","Mammalia","Rodentia","Castoridae","Castor",NA,19000,1013.51048,9132,3.0025,NA,9131.25,3294.125
"185","Cecropis daurica","Carnivore","Other","32","TRUE","1","0","1","0","1","1","0","0","0","0","1","0","0","Aves","Passeriformes","Hirundinidae","Cecropis",NA,22.225,363.468,3287.25,4.065,NA,3287.25,1478.7178896045
"186","Cepphus grylle","Carnivore","Other","18","FALSE","0","0","0","0","0","0","0","0","1","1","0","0","0","Aves","Charadriiformes","Alcidae","Cepphus",NA,390.5,1184.718,10927.0625012175,2,NA,8382.4875,3983.9305565025
"187","Certhia brachydactyla","Carnivore","Other","7","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Certhiidae","Certhia",NA,8.325,365,2100.1875,5.9,NA,2091.05625,1219.59605493975
"188","Certhia familiaris","Carnivore","Other","4","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Certhiidae","Certhia",NA,9.1,364.617,2982.87500012175,5.45,NA,2711.98125,1250.89831816125
"189","Cervus elaphus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Artiodactyla","Cervidae","Cervus",NA,NA,NA,NA,NA,NA,NA,NA
"190","Ceryle rudis","Carnivore","Other","25","TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Coraciiformes","Alcedinidae","Ceryle",NA,84.4,363.468,1826.25,5,NA,1625.3625,1588.8375
"191","Cettia cetti","Carnivore","Other","10","TRUE","0","0","1","1","1","0","0","0","0","0","1","0","0","Aves","Passeriformes","Cettiidae","Cettia",NA,13.3499999046,365,2775.9,4.5,NA,2757.6375,1353.0036229185
"192","Chalcides bedriagai","Carnivore","Other","7","FALSE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,20.0223601368258,NA,NA,2.95,7.962,NA,NA
"193","Chalcides chalcides","Carnivore","Other","7","TRUE","1","0","1","1","1","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,34.1979442513709,639.24,3287.25,7.2,12.728,4182.1125,NA
"194","Chalcides ocellatus","Omnivore","Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Reptilia","Squamata","Scincidae","Chalcides",NA,39.1,669.68,5113.5,6.75,11.244,4182.1125,NA
"195","Chalcides sexlineatus","Carnivore","Other","7","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,20.8,730.56,NA,3.55,8.775,NA,NA
"196","Chalcides simonyi","Omnivore","Other","6","TRUE","1","0","1","0","0","1","0","0","0","1","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,98.1747943019984,NA,5113.5,5.5,11.244,4182.1125,NA
"197","Chalcides striatus","Carnivore","Other","7","TRUE","1","0","1","1","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,34.1979442513709,NA,5113.5,7.325,11.986,4182.1125,NA
"198","Chalcides viridanus","Omnivore","Other","10","TRUE","1","0","1","1","0","1","0","0","0","0","1","0","0","Reptilia","Squamata","Scincidae","Chalcides",NA,48.9778819368446,NA,NA,3.3,10.827,NA,NA
"199","Chamaeleo africanus","Omnivore","Other","6","TRUE","0","1","1","0","1","0","0","0","0","1","1","0","0","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",NA,147.85541940841,410.94,657.45,34,NA,657.45,NA
"200","Chamaeleo chamaeleon","Omnivore","Other","5","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Reptilia","Squamata","Chamaeleonidae","Chamaeleo",NA,36.49,289.18,1753.2,23.7,11.89,1314.9,NA
"201","Charadrius alexandrinus","Carnivore","Other","68","TRUE","0","0","0","1","1","0","0","1","1","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",NA,43.15,379.3005,6939.75,3,NA,5478.75,1827.934
"202","Charadrius asiaticus","Carnivore","Other","18","TRUE","0","0","0","1","1","0","0","1","0","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",NA,77.09,726.936,NA,3,NA,NA,2111.095
"203","Charadrius dubius","Carnivore","Other","20","TRUE","1","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",NA,38.725,683.8005,4748.25,4,NA,4580.783,1827.934
"204","Charadrius hiaticula","Carnivore","Other","22","TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",NA,64.05,364.617,7609.375,3.5,NA,7435.942,1856.922
"205","Charadrius leschenaultii","Carnivore","Other","13","FALSE","0","0","0","1","1","1","0","1","0","1","0","0","0","Aves","Charadriiformes","Charadriidae","Charadrius",NA,75,726.936,NA,3,NA,NA,2111.095
"206","Charadrius morinellus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves","Charadriiformes","Charadriidae","Charadrius",NA,108.415,726.936,4320.908,3,NA,4309.95,2516.749
"207","Chersophilus duponti","Omnivore","Other","5","FALSE","0","0","1","1","0","0","0","0","0","0","0","0","0","Aves","Passeriformes","Alaudidae","Chersophilus",NA,39.45,NA,NA,2.76,NA,NA,913.125
"208","Chioglossa lusitanica","Carnivore","Nocturnal","7","FALSE","1","0","1","0","1","0","1","0","0","0","1","0","0","Amphibia","Caudata","Salamandridae","Chioglossa",157,4.2,1461,2922,20,NA,NA,NA
"209","Chionomys gud","Herbivore","Nocturnal","2","FALSE","0","0","0","0","0","1","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Chionomys",NA,54,371.23,849.20625,3.42,NA,849.20625,589.3882991
"210","Chionomys nivalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mammalia","Rodentia","Cricetidae","Chionomys",NA,NA,NA,NA,NA,NA,NA,NA
"211","Chionomys roberti","Herbivore","Nocturnal","1","FALSE","1","0","0","0","0","0","0","0","0","0","0","0","0","Mammalia","Rodentia","Cricetidae","Chionomys",NA,93.5,NA,NA,1.94,NA,NA,589.3882991
"212","Chlamydotis undulata",NA,"Other","12","TRUE","0","0","0","1","0","0","0","1","0","0","1","0","0","Aves","Otidiformes","Otididae","Chlamydotis",NA,1502.5,545.202,5478.75,2.5,NA,4565.625,3762.075
"213","Chlidonias hybrida",NA,"Other","16","TRUE","0","0","0","0","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Chlidonias",NA,83.9,NA,NA,2.635,NA,NA,3624.661
"214","Chlidonias leucopterus","Carnivore","Other","16","TRUE","0","0","0","1","1","0","0","0","0","1","1","0","0","Aves","Charadriiformes","Laridae","Chlidonias",NA,54.2,726.936,NA,2.91,NA,NA,3624.661
"215","Chlidonias niger",NA,"Other","18","TRUE","0","0","0","0","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Chlidonias",NA,63,729.234,7670.25,3,NA,6282.3,3213.755
"216","Chloris chloris","Herbivore","Other","13","TRUE","1","0","1","0","0","0","0","0","0","0","1","0","0","Aves","Passeriformes","Fringillidae","Chloris",NA,26.825,364.617,4961.312,4.9,NA,4748.25,1549.839
"217","Chroicocephalus genei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aves","Charadriiformes","Laridae","Chroicocephalus",NA,273.375,730,11578.42,2.2,NA,11572.95,3840.422
"218","Chroicocephalus ridibundus","Carnivore","Other","30","TRUE","0","0","0","1","1","0","0","0","1","1","1","0","0","Aves","Charadriiformes","Laridae","Chroicocephalus",NA,271.6667,729.234,23010.75,2.7,NA,11444.5,3504.878
